FID,LAYER,X,Y,Z
"2040",pc,35147.865,167113.918,565.740
"2041",pc,35146.462,167109.483,565.418
"2042",pc,35146.293,167099.489,564.545
"2043",pc,35147.896,167093.797,563.963
"2044",pc,35148.107,167089.325,563.690
"2045",pc,35148.021,167085.279,563.534
"2046",pc,35145.375,167083.558,563.578
"2047",pc,35139.039,167081.113,563.886
"2048",pc,35145.193,167077.448,563.604
"2049",pc,35149.979,167079.035,563.498
"2050",pc,35156.378,167076.054,563.562
"2051",pc,35162.504,167074.686,563.707
"2052",pc,35168.521,167073.155,563.938
"2053",pc,35169.259,167074.003,563.999
"2054",pc,35167.153,167075.643,563.783
"2055",pc,35165.833,167080.541,563.671
"2056",pc,35159.535,167080.226,563.500
"2057",pc,35158.562,167086.552,563.529
"2058",pc,35190.363,167128.974,569.208
"2059",pc,35190.007,167130.998,569.485
"2060",pc,35188.147,167132.940,569.459
"2061",pc,35184.565,167136.276,569.506
"2062",pc,35179.834,167139.257,569.842
"2063",pc,35173.708,167142.129,569.971
"2064",pc,35168.840,167143.797,569.985
"2065",pc,35165.749,167144.645,570.068
"2066",pc,35160.854,167145.848,570.411
"2067",pc,35156.998,167145.903,570.379
"2068",pc,35155.384,167143.934,569.907
"2069",pc,35155.630,167140.652,569.336
"2070",pc,35156.724,167139.230,569.210
"2071",pc,35159.596,167138.409,569.221
"2072",pc,35161.401,167137.890,569.174
"2073",pc,35163.370,167138.601,569.171
"2074",pc,35163.999,167140.378,569.057
"2075",pc,35165.011,167143.414,569.671
"2076",pc,35166.871,167140.433,568.888
"2077",pc,35165.941,167137.343,568.190
"2078",pc,35165.777,167135.756,567.928
"2079",pc,35169.660,167134.663,567.907
"2080",pc,35170.344,167137.288,568.445
"2081",pc,35169.715,167138.601,568.694
"2082",pc,35174.090,167138.245,568.751
"2083",pc,35177.673,167138.054,568.964
"2084",pc,35169.523,167141.089,569.274
"2085",pc,35180.900,167135.510,568.599
"2086",pc,35153.425,167143.366,569.612
"2087",pc,35151.270,167140.029,568.688
"2088",pc,35152.000,167135.754,567.906
"2089",pc,35149.947,167130.206,567.047
"2090",pc,35154.870,167129.578,566.889
"2091",pc,35160.436,167129.136,566.837
"2092",pc,35168.167,167129.710,567.144
"2093",pc,35182.568,167129.092,568.245
"2094",pc,35185.881,167126.132,568.374
"2095",pc,35186.102,167119.815,567.951
"2096",pc,35183.452,167118.401,567.476
"2097",pc,35176.074,167121.891,566.951
"2098",pc,35169.802,167122.907,566.566
"2099",pc,35163.484,167122.951,566.372
"2100",pc,35155.400,167125.425,566.478
"2101",pc,35180.046,167127.871,567.802
"2102",pc,35174.172,167130.791,567.560
"2103",pc,35175.528,167134.406,568.091
"2104",pc,35182.321,167132.317,568.407
"2105",pc,35183.487,167112.332,567.160
"2106",pc,35183.177,167110.123,566.999
"2107",pc,35183.487,167106.368,566.755
"2108",pc,35182.559,167102.746,566.378
"2109",pc,35181.764,167099.698,566.135
"2110",pc,35181.852,167096.517,565.931
"2111",pc,35181.145,167093.557,565.664
"2112",pc,35179.813,167089.434,565.382
"2113",pc,35178.864,167084.449,564.890
"2114",pc,35181.405,167078.887,565.074
"2115",pc,35181.405,167075.168,564.981
"2116",pc,35183.977,167069.086,565.307
"2117",pc,35181.718,167070.893,565.073
"2118",pc,35184.290,167073.952,565.142
"2119",pc,35177.686,167070.337,564.852
"2120",pc,35172.785,167069.955,564.395
"2121",pc,35172.229,167073.222,564.208
"2122",pc,35182.552,167069.016,565.304
"2123",pc,35178.516,167075.788,564.730
"2124",pc,35175.371,167080.191,564.390
"2125",pc,35171.624,167080.683,564.096
"2126",pc,35162.325,167083.090,563.571
"2127",pc,35169.080,167083.117,563.969
"2128",pc,35158.450,167083.722,563.529
"2129",pc,35152.688,167084.733,563.495
"2130",pc,35152.079,167081.550,563.421
"2131",pc,35155.879,167078.295,563.480
"2132",pc,35156.207,167082.725,563.477
"2133",pc,35142.289,167083.907,563.686
"2134",pc,35141.551,167085.876,563.679
"2135",pc,35140.512,167088.283,563.877
"2136",pc,35143.438,167090.170,563.795
"2137",pc,35140.019,167084.673,563.789
"2138",pc,35150.877,167092.221,563.794
"2139",pc,35151.752,167096.733,564.224
"2140",pc,35151.013,167100.507,564.443
"2141",pc,35151.560,167104.445,564.856
"2142",pc,35143.993,167100.049,564.677
"2143",pc,35143.860,167105.041,565.163
"2144",pc,35143.286,167109.591,565.610
"2145",pc,35144.876,167112.595,565.773
"2146",pc,35149.780,167118.250,566.020
"2147",pc,35150.443,167126.422,566.589
"2148",pc,35158.615,167132.607,567.391
"2149",pc,35153.932,167132.607,567.446
"2150",pc,35177.759,167123.770,567.234
"2151",pc,35167.920,167117.502,566.083
"2152",pc,35166.575,167109.528,565.531
"2153",pc,35165.880,167104.140,565.036
"2154",pc,35165.255,167097.675,564.495
"2155",pc,35164.803,167091.350,564.075
"2156",pc,35165.533,167086.483,563.739
"2157",pc,35176.046,167118.248,566.647
"2158",pc,35175.649,167113.521,566.265
"2159",pc,35174.456,167108.971,565.892
"2160",pc,35173.396,167103.626,565.416
"2161",pc,35172.600,167097.265,564.959
"2162",pc,35170.524,167091.654,564.431
"2163",pc,35176.355,167095.453,565.222
"2164",pc,35179.668,167104.995,566.152
"2165",pc,35179.668,167109.766,566.433
"2166",pc,35162.749,167113.521,565.698
"2167",pc,35151.485,167108.043,565.163
"2168",pc,35162.175,167108.397,565.240
"2169",pc,35161.822,167102.698,564.797
"2170",pc,35158.243,167099.120,564.413
"2171",pc,35156.190,167113.470,565.628
"2172",pc,35160.740,167123.012,566.394
"2173",pc,35152.877,167121.013,566.201
"2174",pc,35160.263,167119.567,566.102
"2175",pc,35172.319,167114.973,566.086
"2176",pc,35180.862,167116.536,567.006
"2177",pc,35180.681,167120.722,567.321
"2178",pc,35185.744,167111.473,567.361
"2179",pc,35184.452,167103.332,566.684
"2180",pc,35183.219,167089.390,565.922
"2181",pc,35182.982,167082.138,565.448
"2182",pc,35173.598,167086.111,564.380
"2183",pc,35171.261,167086.420,564.211
"2184",pc,35168.007,167089.155,564.110
"2185",pc,35169.784,167094.871,564.658
"2186",pc,35157.489,167094.004,563.967
"2187",pc,35155.751,167089.555,563.602
"2188",pc,35148.989,167091.627,563.747
"2189",pc,35161.713,167095.945,564.264
"2190",pc,35153.501,167102.490,564.604
"2191",pc,35173.006,167111.835,566.026
"2192",pc,35166.403,167121.046,566.317
"2193",pc,35156.476,167121.332,566.240
"2194",pc,35185.847,167117.464,567.714
"2195",pc,35148.487,167106.662,565.151
"2196",pc,35169.572,167106.487,565.364
"2197",pc,35171.278,167127.413,566.959
"2198",tmuro,35131.325,167008.539,558.504
"2199",tmuro,35128.197,167009.426,558.865
"2200",tmuro,35121.230,167011.516,559.173
"2201",tmuro,35119.158,167011.753,559.207
"2202",tmuro,35118.573,167009.109,558.907
"2203",tmuro,35117.236,167002.983,558.722
"2204",tmuro,35116.648,166997.980,558.458
"2205",tmuro,35115.098,166992.041,558.232
"2206",tmuro,35110.813,166993.628,558.548
"2207",tmuro,35106.431,166995.066,558.781
"2208",tmuro,35102.683,166996.286,559.134
"2209",tmuro,35096.563,166998.077,559.832
"2210",tmuro,35092.016,166999.418,560.071
"2211",tmuro,35086.871,167000.848,560.218
"2212",tmuro,35083.264,167001.731,560.316
"2213",bmuro,35131.076,167007.063,556.918
"2214",bmuro,35127.138,167008.235,557.324
"2215",bmuro,35122.411,167009.391,557.650
"2216",bmuro,35120.227,167010.052,558.006
"2217",bmuro,35119.955,167006.867,557.614
"2218",bmuro,35118.845,167001.830,557.552
"2219",bmuro,35117.402,166995.524,557.306
"2220",bmuro,35117.144,166992.820,557.310
"2221",bmuro,35116.896,166990.399,556.665
"2222",bmuro,35115.435,166989.928,556.539
"2223",bmuro,35114.066,166990.415,556.599
"2224",bmuro,35111.790,166991.702,556.932
"2225",bmuro,35107.742,166993.214,557.389
"2226",bmuro,35104.193,166994.401,557.703
"2227",bmuro,35101.322,166995.278,558.077
"2228",bmuro,35098.838,166995.990,558.208
"2229",bmuro,35094.469,166997.605,558.916
"2230",bmuro,35090.625,166998.975,559.364
"2231",bmuro,35088.255,166999.595,559.399
"2232",bmuro,35085.511,166999.677,559.204
"2233",bmuro,35083.022,167000.510,559.276
"2234",tmuro,35075.950,167004.274,560.764
"2235",tmuro,35073.433,167005.618,561.027
"2236",tmuro,35068.539,167007.640,561.319
"2237",tmuro,35064.077,167009.762,561.571
"2238",tmuro,35060.792,167010.947,561.786
"2239",tmuro,35057.197,167012.767,562.097
"2240",tmuro,35051.188,167015.661,562.434
"2241",tmuro,35044.130,167019.490,562.696
"2242",tmuro,35039.397,167022.067,562.704
"2243",tmuro,35034.575,167024.874,562.686
"2244",tmuro,35029.578,167027.585,563.044
"2245",tmuro,35022.735,167031.475,562.939
"2246",tmuro,35015.193,167035.502,562.999
"2247",tmuro,35008.006,167039.086,562.995
"2248",tmuro,35002.321,167041.612,562.958
"2249",tmuro,34994.787,167045.248,562.840
"2250",tmuro,34988.471,167048.306,562.990
"2251",tmuro,34983.239,167051.375,562.968
"2252",tmuro,34979.207,167053.996,562.787
"2253",tmuro,34973.747,167057.406,562.426
"2254",tmuro,34967.214,167061.250,561.808
"2255",tmuro,34962.538,167064.316,561.469
"2256",tmuro,34958.507,167067.018,561.293
"2257",tmuro,34955.575,167069.661,561.082
"2258",tmuro,34951.808,167072.823,560.736
"2259",tmuro,34947.060,167077.324,560.538
"2260",tmuro,34942.140,167082.612,560.040
"2261",tmuro,34937.103,167088.941,559.318
"2262",tmuro,34931.547,167096.139,559.114
"2263",tmuro,34924.081,167105.504,558.181
"2264",tmuro,34919.632,167111.558,557.990
"2265",tmuro,34915.796,167116.135,557.795
"2266",tmuro,34910.138,167123.329,557.566
"2267",tmuro,34902.742,167131.563,557.035
"2268",tmuro,34896.063,167138.954,556.496
"2269",tmuro,34889.546,167146.286,556.258
"2270",tmuro,34883.228,167153.065,555.853
"2271",tmuro,34878.649,167159.265,555.591
"2272",tmuro,34876.020,167164.102,555.406
"2273",tmuro,34873.204,167171.575,555.117
"2274",tmuro,34871.113,167176.803,554.944
"2275",tmuro,34868.242,167186.578,554.547
"2276",tmuro,34864.103,167197.584,554.651
"2277",tmuro,34860.974,167205.369,554.655
"2278",tmuro,34858.408,167212.527,554.881
"2279",tmuro,34856.604,167218.444,555.188
"2280",tmuro,34853.033,167230.161,555.853
"2281",tmuro,34850.052,167239.836,556.567
"2282",tmuro,34847.494,167248.959,557.114
"2283",tmuro,34845.257,167256.827,557.241
"2284",tmuro,34843.498,167265.698,557.015
"2285",tmuro,34842.327,167275.214,556.607
"2286",tmuro,34841.832,167281.499,556.359
"2287",tmuro,34840.638,167292.189,556.037
"2288",tmuro,34840.639,167296.736,555.756
"2289",tmuro,34839.394,167301.936,554.876
"2290",bmuro,34838.341,167302.078,554.359
"2291",bmuro,34839.048,167296.559,554.410
"2292",bmuro,34839.900,167292.138,554.770
"2293",bmuro,34840.624,167284.271,555.137
"2294",bmuro,34841.024,167274.559,555.232
"2295",bmuro,34842.859,167262.209,556.602
"2296",bmuro,34844.561,167254.556,556.641
"2297",bmuro,34846.759,167246.821,556.270
"2298",bmuro,34848.556,167240.102,555.797
"2299",bmuro,34850.694,167233.568,555.269
"2300",bmuro,34852.923,167225.043,554.538
"2301",bmuro,34854.873,167219.113,554.240
"2302",bmuro,34855.981,167215.336,553.910
"2303",bmuro,34860.353,167203.500,553.523
"2304",bmuro,34862.630,167197.635,553.766
"2305",bmuro,34865.052,167190.731,553.437
"2306",bmuro,34867.582,167184.173,553.486
"2307",bmuro,34871.589,167172.987,553.490
"2308",bmuro,34873.257,167167.726,553.549
"2309",bmuro,34876.262,167161.223,553.676
"2310",bmuro,34879.159,167156.600,553.891
"2311",bmuro,34882.848,167152.062,554.224
"2312",bmuro,34887.913,167146.661,554.638
"2313",bmuro,34893.400,167140.406,554.843
"2314",bmuro,34896.386,167136.795,555.088
"2315",bmuro,34899.301,167133.760,555.244
"2316",bmuro,34900.729,167132.032,555.514
"2317",bmuro,34904.143,167127.985,555.870
"2318",bmuro,34907.205,167124.526,555.950
"2319",bmuro,34910.323,167120.918,556.019
"2320",bmuro,34917.627,167112.103,556.625
"2321",bmuro,34920.875,167107.871,556.894
"2322",bmuro,34925.990,167101.494,557.057
"2323",bmuro,34932.065,167093.961,557.525
"2324",bmuro,34935.116,167090.460,557.875
"2325",bmuro,34938.766,167085.243,558.256
"2326",bmuro,34940.794,167082.826,558.385
"2327",bmuro,34944.469,167078.614,558.778
"2328",bmuro,34947.184,167075.573,559.064
"2329",bmuro,34951.593,167071.210,559.526
"2330",bmuro,34955.936,167067.539,559.601
"2331",bmuro,34959.282,167065.243,559.920
"2332",bmuro,34961.058,167064.177,560.258
"2333",bmuro,34962.784,167063.262,560.295
"2334",bmuro,34965.600,167061.501,560.522
"2335",bmuro,34967.533,167060.301,560.670
"2336",bmuro,34969.857,167059.156,560.863
"2337",bmuro,34973.971,167056.341,561.180
"2338",bmuro,34977.903,167053.841,561.389
"2339",bmuro,34981.210,167051.793,561.700
"2340",bmuro,34985.843,167049.042,561.935
"2341",bmuro,34989.497,167047.124,562.056
"2342",bmuro,34997.768,167042.854,562.323
"2343",bmuro,35002.119,167040.772,562.232
"2344",bmuro,35009.119,167037.303,562.248
"2345",bmuro,35014.519,167034.603,562.247
"2346",bmuro,35021.337,167030.799,561.909
"2347",bmuro,35027.435,167027.519,561.977
"2348",bmuro,35033.783,167024.036,561.813
"2349",bmuro,35041.032,167020.040,561.556
"2350",bmuro,35048.590,167016.117,561.421
"2351",bmuro,35054.604,167013.171,561.028
"2352",bmuro,35062.493,167009.343,560.548
"2353",bmuro,35068.275,167006.657,560.224
"2354",bmuro,35071.722,167004.926,560.049
"2355",bmuro,35075.757,167003.257,559.944
"2356",tmuro,35154.577,167140.866,569.431
"2357",tmuro,35154.051,167137.979,569.374
"2358",tmuro,35157.187,167137.104,569.295
"2359",tmuro,35157.429,167138.149,569.242
"2360",tmuro,35159.331,167137.640,569.254
"2361",tmuro,35159.155,167136.778,569.316
"2362",tmuro,35163.245,167136.208,569.298
"2363",tmuro,35164.772,167140.257,569.208
"2364",bmuro,35165.606,167140.108,568.777
"2365",bmuro,35164.859,167137.915,568.250
"2366",bmuro,35163.884,167135.100,567.806
"2367",bmuro,35160.972,167135.558,567.736
"2368",bmuro,35155.984,167136.587,568.158
"2369",bmuro,35153.355,167137.162,568.108
"2370",bmuro,35153.881,167141.104,569.330
"2371",const,35156.585,167139.961,569.339
"2372",const,35162.100,167138.855,569.287
"2373",const,35162.992,167141.899,569.415
"2374",const,35163.503,167143.698,569.828
"2375",const,35163.678,167144.542,570.207
"2376",const,35157.906,167146.029,570.508
"2377",const,35157.192,167142.711,569.799
"2378",ttalude,35183.673,167065.639,565.510
"2379",ttalude,35180.160,167066.201,565.264
"2380",ttalude,35177.102,167067.448,564.936
"2381",ttalude,35171.601,167069.371,564.149
"2382",ttalude,35168.799,167070.473,564.152
"2383",ttalude,35165.493,167071.196,563.861
"2384",ttalude,35163.372,167071.080,563.555
"2385",btal,35164.398,167069.533,562.325
"2386",btal,35169.223,167067.991,562.827
"2387",btal,35174.549,167066.628,563.515
"2388",btal,35178.081,167065.720,564.070
"2389",btal,35180.778,167065.080,564.567
"2390",btal,35182.698,167064.836,565.094
"2391",btal,35183.915,167065.099,565.391
"2392",tmuro,35162.790,167071.285,563.603
"2393",tmuro,35157.725,167072.759,563.406
"2394",tmuro,35152.393,167074.281,563.380
"2395",tmuro,35146.616,167075.895,563.448
"2396",tmuro,35140.290,167077.478,563.775
"2397",tmuro,35133.189,167078.634,564.184
"2398",tmuro,35129.473,167078.987,564.752
"2399",tmuro,35126.354,167079.282,565.283
"2400",bmuro,35125.493,167078.355,564.551
"2401",bmuro,35127.426,167078.371,564.182
"2402",bmuro,35132.176,167077.880,563.105
"2403",bmuro,35137.177,167077.153,562.562
"2404",bmuro,35142.850,167075.793,562.307
"2405",bmuro,35147.880,167074.641,562.200
"2406",bmuro,35155.487,167072.774,562.362
"2407",bmuro,35159.586,167071.651,562.313
"2408",bmuro,35161.981,167070.870,562.298
"2409",bmuro,35163.764,167070.126,562.464
"2410",ttalude,35125.494,167079.732,565.788
"2411",ttalude,35118.828,167081.199,567.094
"2412",ttalude,35114.985,167082.237,567.518
"2413",ttalude,35109.715,167083.800,568.186
"2414",ttalude,35105.980,167084.820,568.441
"2415",ttalude,35102.101,167086.123,568.613
"2416",btal,35102.003,167084.602,568.047
"2417",btal,35105.564,167082.975,567.743
"2418",btal,35111.958,167081.379,566.908
"2419",btal,35118.929,167079.219,565.615
"2420",btal,35122.566,167078.287,564.769
"2421",btal,35124.254,167078.568,564.747
"2422",pc,35111.895,167074.942,566.450
"2423",pc,35109.785,167065.937,565.692
"2424",pc,35107.692,167056.130,564.555
"2425",pc,35104.937,167044.357,563.117
"2426",pc,35102.169,167034.049,561.720
"2427",pc,35098.797,167019.802,560.644
"2428",pc,35093.578,167005.039,560.020
